STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,GU,Guam,F,Female,Y25T999,25+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,7.11,,PERCENT,percent,G,Global,_X,Not Available,,,,,Data reference period: March | Age coverage - minimum age: 16 years old.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,PD,Persons with disability,2015,,0.8,,PERCENT,percent,N,National,C,Country Data,"UNICEF Pacific, Office of Planning & Statistics and Pacific Community. 2017 Palau Disability Report:
An analysis of 2015 Census of Population, Housing and Agriculture. UNICEF, Suva, 2017",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_NEET,"8.6.1 Youth not in education, employment or training",VU,Vanuatu,F,Female,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,51.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,2270050,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,13035270,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,12115110,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,7507180,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,6895180,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,238260,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,1146840,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,5897360,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,3753080,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,1880200,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,15571540,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,4713890,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,36222950,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,49101320,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,31300170,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,8832770,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,4143020,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,DC_TOF_TRDCML,"8.a.1 Total official flows commitments for Aid for Trade, by recipient",NR,Nauru,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,17049390,,CON_USD,Constant USD,G,Global,C,Country Data,The Organisation for Economic Co-operation and Development (OECD).,,,,"Commitments; Based on OECD, CRS databased, 2024; Constant 2022 USD million",
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,VU,Vanuatu,M,Male,Y15T999,15+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,33.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,F,Female,Y15T24,15-24,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,6.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,8.01,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,4.57,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,1.85,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,3.5,,PERCENT,percent,N,National,C,Country Data,"Vanuatu NSO, 2016 Mini Census (population aged 15 and over not economically active in the last 7 days, excl full time students)",,,,,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,5.45,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,4.05,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,PW,Palau,_T,Total,Y15T999,15+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,0.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,2,Professionals,_Z,Not applicable,_T,No breakdown by disability,2012,,10.07,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Job coverage: Main job currently held | Components of earnings/wages: Including payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,2,Professionals,_Z,Not applicable,_T,No breakdown by disability,2017,,13.01,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_EMP_EARN,8.5.1 Average hourly earnings,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,2,Professionals,_Z,Not applicable,_T,No breakdown by disability,2022,,23.79,,CUR_LCU,local currency,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing. Components of earnings/wages: Excluding payments in kind | Break in series: Methodology revised | WST: Tala.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,NR,Nauru,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,49.6,,PERCENT,percent,G,Global,_X,Not Available,,,,,Repository: ILO-STATISTICS - Micro data processing.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_ISV_IFRM,8.3.1 Informal employment in non-agriculture,VU,Vanuatu,M,Male,Y15T999,15+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,45.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,TO,Tonga,_T,Total,Y15T64,15-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,3.22,,PERCENT,percent,G,Global,_X,Not Available,,,B,Time series break,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers. Break in series: Methodology revised.,
DATAFLOW,SPC:DF_SDG_08(3.0),Sustainable Development Goal 08 - Decent Work and Economic Growth,I,A,Annual,SL_TLF_UEM,8.5.2 Unemployment rate,VU,Vanuatu,_T,Total,Y15T999,15+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,3.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Based on 19th ICLS standards,
